date,date,date.3,date.2,date.1,unnamed: 0,open,high,low,close,adjclose,volume,ticker
1970-01-01 00:00:00.000005920,1970-01-01 00:00:00.000005920,1970-01-01 00:00:00.000005920,1970-01-01 00:00:00.000005920,1970-01-01 00:00:00.000005920,2020-11-20,3117.02001953125,3132.889892578125,3098.050048828125,3099.39990234375,3099.39990234375,3374400,AMZN
1970-01-01 00:00:00.000005921,1970-01-01 00:00:00.000005921,1970-01-01 00:00:00.000005921,1970-01-01 00:00:00.000005921,1970-01-01 00:00:00.000005921,2020-11-23,3116.699951171875,3139.75,3065.4599609375,3098.389892578125,3098.389892578125,4708900,AMZN
1970-01-01 00:00:00.000005922,1970-01-01 00:00:00.000005922,1970-01-01 00:00:00.000005922,1970-01-01 00:00:00.000005922,1970-01-01 00:00:00.000005922,2020-11-24,3100.5,3134.25,3086.260009765625,3118.06005859375,3118.06005859375,3602100,AMZN
1970-01-01 00:00:00.000005923,1970-01-01 00:00:00.000005923,1970-01-01 00:00:00.000005923,1970-01-01 00:00:00.000005923,1970-01-01 00:00:00.000005923,2020-11-25,3141.8701171875,3198.0,3140.260009765625,3185.070068359375,3185.070068359375,3790400,AMZN
1970-01-01 00:00:00.000005924,1970-01-01 00:00:00.000005924,1970-01-01 00:00:00.000005924,1970-01-01 00:00:00.000005924,1970-01-01 00:00:00.000005924,2020-11-27,3211.260009765625,3216.18994140625,3190.050048828125,3195.340087890625,3195.340087890625,2392900,AMZN
1970-01-01 00:00:00.000005925,1970-01-01 00:00:00.000005925,1970-01-01 00:00:00.000005925,1970-01-01 00:00:00.000005925,1970-01-01 00:00:00.000005925,2020-11-30,3208.47998046875,3228.389892578125,3125.550048828125,3168.0400390625,3168.0400390625,4063900,AMZN
1970-01-01 00:00:00.000005926,1970-01-01 00:00:00.000005926,1970-01-01 00:00:00.000005926,1970-01-01 00:00:00.000005926,1970-01-01 00:00:00.000005926,2020-12-01,3188.5,3248.949951171875,3157.179931640625,3220.080078125,3220.080078125,4537000,AMZN
1970-01-01 00:00:00.000005927,1970-01-01 00:00:00.000005927,1970-01-01 00:00:00.000005927,1970-01-01 00:00:00.000005927,1970-01-01 00:00:00.000005927,2020-12-02,3221.64990234375,3232.0,3173.260009765625,3203.530029296875,3203.530029296875,3129300,AMZN
1970-01-01 00:00:00.000005928,1970-01-01 00:00:00.000005928,1970-01-01 00:00:00.000005928,1970-01-01 00:00:00.000005928,1970-01-01 00:00:00.000005928,2020-12-03,3205.4599609375,3228.639892578125,3181.31005859375,3186.72998046875,3186.72998046875,2892000,AMZN
1970-01-01 00:00:00.000005929,1970-01-01 00:00:00.000005929,1970-01-01 00:00:00.000005929,1970-01-01 00:00:00.000005929,1970-01-01 00:00:00.000005929,2020-12-04,3198.2099609375,3198.2099609375,3158.760009765625,3162.580078125,3162.580078125,2913600,AMZN
1970-01-01 00:00:00.000005930,1970-01-01 00:00:00.000005930,1970-01-01 00:00:00.000005930,1970-01-01 00:00:00.000005930,1970-01-01 00:00:00.000005930,2020-12-07,3156.47998046875,3180.760009765625,3141.68994140625,3158.0,3158.0,2751300,AMZN
1970-01-01 00:00:00.000005931,1970-01-01 00:00:00.000005931,1970-01-01 00:00:00.000005931,1970-01-01 00:00:00.000005931,1970-01-01 00:00:00.000005931,2020-12-08,3158.89990234375,3184.1298828125,3120.02001953125,3177.2900390625,3177.2900390625,3286300,AMZN
1970-01-01 00:00:00.000005932,1970-01-01 00:00:00.000005932,1970-01-01 00:00:00.000005932,1970-01-01 00:00:00.000005932,1970-01-01 00:00:00.000005932,2020-12-09,3167.889892578125,3174.429931640625,3088.0,3104.199951171875,3104.199951171875,4100800,AMZN
1970-01-01 00:00:00.000005933,1970-01-01 00:00:00.000005933,1970-01-01 00:00:00.000005933,1970-01-01 00:00:00.000005933,1970-01-01 00:00:00.000005933,2020-12-10,3088.989990234375,3142.10009765625,3076.0,3101.489990234375,3101.489990234375,3030200,AMZN
1970-01-01 00:00:00.000005934,1970-01-01 00:00:00.000005934,1970-01-01 00:00:00.000005934,1970-01-01 00:00:00.000005934,1970-01-01 00:00:00.000005934,2020-12-11,3096.659912109375,3118.669921875,3072.820068359375,3116.419921875,3116.419921875,3064700,AMZN
1970-01-01 00:00:00.000005935,1970-01-01 00:00:00.000005935,1970-01-01 00:00:00.000005935,1970-01-01 00:00:00.000005935,1970-01-01 00:00:00.000005935,2020-12-14,3143.0,3190.469970703125,3126.0,3156.969970703125,3156.969970703125,4155800,AMZN
1970-01-01 00:00:00.000005936,1970-01-01 00:00:00.000005936,1970-01-01 00:00:00.000005936,1970-01-01 00:00:00.000005936,1970-01-01 00:00:00.000005936,2020-12-15,3181.010009765625,3188.5,3130.489990234375,3165.1201171875,3165.1201171875,3319500,AMZN
1970-01-01 00:00:00.000005937,1970-01-01 00:00:00.000005937,1970-01-01 00:00:00.000005937,1970-01-01 00:00:00.000005937,1970-01-01 00:00:00.000005937,2020-12-16,3176.010009765625,3247.0,3163.679931640625,3240.9599609375,3240.9599609375,4427600,AMZN
1970-01-01 00:00:00.000005938,1970-01-01 00:00:00.000005938,1970-01-01 00:00:00.000005938,1970-01-01 00:00:00.000005938,1970-01-01 00:00:00.000005938,2020-12-17,3250.0,3263.510009765625,3221.0,3236.080078125,3236.080078125,3474300,AMZN
1970-01-01 00:00:00.000005939,1970-01-01 00:00:00.000005939,1970-01-01 00:00:00.000005939,1970-01-01 00:00:00.000005939,1970-01-01 00:00:00.000005939,2020-12-18,3243.989990234375,3249.419921875,3171.60009765625,3201.64990234375,3201.64990234375,5995700,AMZN
1970-01-01 00:00:00.000005940,1970-01-01 00:00:00.000005940,1970-01-01 00:00:00.000005940,1970-01-01 00:00:00.000005940,1970-01-01 00:00:00.000005940,2020-12-21,3200.010009765625,3226.969970703125,3166.0,3206.179931640625,3206.179931640625,3836800,AMZN
1970-01-01 00:00:00.000005941,1970-01-01 00:00:00.000005941,1970-01-01 00:00:00.000005941,1970-01-01 00:00:00.000005941,1970-01-01 00:00:00.000005941,2020-12-22,3202.840087890625,3222.0,3180.080078125,3206.52001953125,3206.52001953125,2369400,AMZN
1970-01-01 00:00:00.000005942,1970-01-01 00:00:00.000005942,1970-01-01 00:00:00.000005942,1970-01-01 00:00:00.000005942,1970-01-01 00:00:00.000005942,2020-12-23,3205.0,3210.1298828125,3184.169921875,3185.27001953125,3185.27001953125,2093800,AMZN
