Price,Adj Close,Close,High,Low,Open,Volume
2018-02-01,0.027542756685721703,0.03210427364000967,0.028510949226264293,0.03132748996120083,0.028917378871301302,0.40966606263403443
2018-02-02,0.01899410694189979,0.02297105338380276,0.026245022798325968,0.02290096467303379,0.02745841911415567,0.8008883826709473
2018-02-05,0.014285303046488868,0.01794026091152029,0.022609566827817368,0.017713447365092283,0.018854291614882945,0.6631828569029053
2018-02-06,0.021964994743310706,0.02614509733625034,0.02241035907662592,0.015182954884364802,0.01352969832771897,0.6185107800319881
2018-02-07,0.017866756769499753,0.021766664065754948,0.022011943574242965,0.021597762589949165,0.02382971408806908,0.45317628981838515
2018-02-08,0.01271174875081299,0.016259131363373647,0.019023903296358252,0.016486156967449428,0.02033817719439851,0.4808251319318086
2018-02-09,0.01494016803999848,0.017839893539756402,0.015151890495996911,0.010425635970802344,0.016322931648124483,0.6426502198842772
2018-02-12,0.022368296095302692,0.025743646992313574,0.02262201018820556,0.0196239622378363,0.01810609834218735,0.5447218952759977
2018-02-13,0.024290083941576862,0.027788572369756542,0.023692728103988647,0.024862080900697137,0.022408162091823725,0.26374807838857706
2018-02-14,0.027862605166063675,0.03158989803838935,0.02716632540196709,0.02641834767675491,0.023767361477453564,0.3442098962460278
2018-02-15,0.034488969751059695,0.03864055754563164,0.03407618991675945,0.03416164848982081,0.03218445017222507,0.44859051184249327
2018-02-16,0.03382865344688765,0.03793798594328446,0.03623008810621062,0.037666385981343475,0.03538918788987863,0.3395505708990445
2018-02-20,0.033144829560946665,0.03721035599845415,0.035532860977040476,0.037223542074766,0.035002628342345854,0.27747658969785194
2018-02-21,0.03222512650627127,0.03623179805265478,0.03535855894412221,0.03670478648274669,0.03597526818044294,0.312670994531902
2018-02-22,0.033911169075651865,0.03802581457224741,0.03514690783254254,0.03759047429590173,0.034690884316613574,0.2482703323073972
2018-02-23,0.03744838110897064,0.04178950486935856,0.037263437945835615,0.039905857926376936,0.0370227235403405,0.276302813410568
2018-02-26,0.041539694961870044,0.04614284151113329,0.04191981939307787,0.04328408237753856,0.04036462939041008,0.3195347532448429
2018-02-27,0.04085583282111732,0.04541519242318423,0.04327688657776321,0.045751308685022724,0.04379381367346513,0.32714690615280906
2018-02-28,0.040537533660647884,0.045076454936371,0.04345118861068156,0.04561213082633769,0.04399331538915133,0.31575700246756394
2018-03-01,0.036858855333787105,0.04116222315317336,0.04240537641317155,0.0387924543630222,0.043095491072854764,0.4252819585068591
2018-03-02,0.03828551115266435,0.0426802533293138,0.03807271231098963,0.038526744157850595,0.035937860419542694,0.3224349049859899
2018-03-05,0.03900477812161415,0.04344553778878449,0.03986554407671919,0.04114581314234375,0.03894307739416472,0.2225237830084204
2018-03-06,0.038827887872469186,0.04325734178805765,0.040500497411458086,0.0431828603615744,0.04230990906660426,0.17667693596682615
2018-03-07,0.03689422190717259,0.04119985852469499,0.037512457133573346,0.04082950158225282,0.03860638851871717,0.25534280653289493
2018-03-08,0.03914618703293865,0.043596079274870914,0.03909361879022655,0.0418417024357689,0.03927974724226693,0.17653381675821572
2018-03-09,0.04273056724904198,0.047409943686304634,0.04267928232168561,0.04477706367422751,0.042372261677219775,0.26013034283759173
2018-03-12,0.04478207716167659,0.049592890950151874,0.04565487923918218,0.048345067338993464,0.0452776992529807,0.26034800330068675
2018-03-13,0.04271878476704877,0.047397404943503696,0.04703685214214065,0.04711777694135061,0.048145748095186736,0.2552434181935821
2018-03-14,0.04091484086811262,0.04547792442342649,0.04332669801430947,0.04530846477844522,0.045315126041226284,0.23213463541996665
2018-03-15,0.041162426009216935,0.04574137202407774,0.042978093948472795,0.04563744115686011,0.043045620400769535,0.1662938361588196
2018-03-16,0.040419613203686505,0.044951010079005205,0.04158365868762942,0.04506806490379606,0.04323265920527075,0.33188375440445633
2018-03-19,0.03721257844985959,0.04153859601150825,0.03952938337127071,0.040057700603385926,0.04157419773243895,0.2726691757252926
2018-03-20,0.03714184530308859,0.04146332526846502,0.038695222285340364,0.041677214246561456,0.03898048515506497,0.13553910844187161
2018-03-21,0.03246098654759985,0.03648270691050509,0.03656622981416233,0.037021098042837625,0.03873107471260287,0.3085294824327383
2018-03-22,0.029607674909845366,0.033446665701343,0.033565727178392624,0.03365555771612552,0.03244632352587212,0.3526171558684963
2018-03-23,0.024997530173721777,0.028541318086426293,0.0301294789590755,0.029024751842924135,0.030438691239062426,0.3480254145922456
2018-03-26,0.03422952561833886,0.03836455205906067,0.03408865227464439,0.030922621203469725,0.030039668780344697,0.313362737373519
2018-03-27,0.02900629014304526,0.0328068260992381,0.03664092797148488,0.03152993399312917,0.03703518645152548,0.34696991042874387
2018-03-28,0.026813294809462818,0.030473337349304408,0.03025398855294434,0.029341063403015066,0.02901713924281707,0.35438328665808444
2018-03-29,0.028346107730714054,0.03210427364000967,0.03240786774489873,0.03150462366260673,0.0297154428160821,0.321883299702804
2018-04-02,0.02704907834116807,0.03072424620715475,0.028909364728647163,0.028430084565463143,0.028256483058936493,0.3138159482007853
2018-04-03,0.029065317317446382,0.03286955809948036,0.028672807898794422,0.02894884015748239,0.029503459161865614,0.2411749987638575
2018-04-04,0.032861858719051035,0.03690925388316252,0.03273156609246225,0.02880966229879736,0.02606181196762558,0.2841853026014649
2018-04-05,0.034264930446536,0.03840218743058227,0.03549551189837921,0.03805860922687618,0.03566352415471066,0.2079315870305174
2018-04-06,0.02905355396285897,0.03285701935667942,0.03331672698815169,0.03314944763630473,0.03365589186790097,0.28815884840719
2018-04-09,0.031022509991917746,0.034952137991563714,0.03407618991675945,0.03523711551658018,0.03229669248227113,0.22864908636026732
2018-04-10,0.03479544817472427,0.03896673714652518,0.03520916262947699,0.03736271993345103,0.03618725183465943,0.22259534261272562
2018-04-11,0.03384047418369254,0.03795054382920418,0.03510955875388125,0.0375778094775778,0.03522707490774735,0.16319093220547443
2018-04-12,0.03584489242316591,0.04008329783561007,0.03645418257817842,0.03927323480619507,0.03669851660342324,0.16773993649582059
2018-04-13,0.03654044140888263,0.0408234856663601,0.03749999477568841,0.040298100478035115,0.03840686777568564,0.18995323033222788
2018-04-16,0.037825726571247054,0.04219097435641411,0.0379357593567326,0.041538036387876426,0.03871861180141792,0.15471111909530771
2018-04-17,0.04067901908159571,0.04522701556557618,0.04135956421566159,0.0435371277643862,0.04053920528372634,0.20467363726784432
2018-04-18,0.04020735638115602,0.04472517870675677,0.041210167901016365,0.044131795041847194,0.04218520384537319,0.1465225138193274
2018-04-19,0.034264930446536,0.03840218743058227,0.0369397395982721,0.0387924543630222,0.03713494682304122,0.2862058675396938
2018-04-20,0.02591727148320888,0.029519876032225695,0.03174800869188671,0.029644710144782038,0.03319451679856772,0.591152151869358
2018-04-23,0.025351253289794262,0.028917690944761154,0.026394419112971162,0.027949284816164766,0.028493411562868276,0.3031684754102067
2018-04-24,0.022639465327799257,0.026032191221685513,0.025659861902636555,0.024318034284281004,0.027046914716907622,0.27510617780524205
2018-04-25,0.02347653798927546,0.02692292053852194,0.02452688918991902,0.02582368039929392,0.023243633797504826,0.22233196351354673
2018-04-26,0.02414859852062906,0.027638030883670117,0.024912842334416985,0.02703830597861287,0.02511409795189848,0.21816659821294793
2018-04-27,0.021908435004262067,0.025254368019413886,0.02316982200523368,0.023571543635936526,0.024964466908297456,0.29462405987948664
2018-04-30,0.025374875635998217,0.028942768430363003,0.02681772133613039,0.025102480775346353,0.022632627684570528,0.36192586772853164
2018-05-01,0.029902389978922556,0.0337603065594356,0.029233063076210708,0.029442285418979225,0.027969683882919483,0.4726643553908359
2018-05-02,0.03870998654291363,0.04313189693069189,0.03987798743710738,0.04023483430479183,0.03896800321653465,0.6015710314795172
2018-05-03,0.03908731287778419,0.04353334727462865,0.03956673244993203,0.04104459112637959,0.03977854909984577,0.27884516713018903
2018-05-04,0.04726994058358289,0.05224002055817814,0.047970617103666735,0.04576395419722118,0.042733876375037255,0.49882237241456756
2018-05-07,0.04883810095081381,0.053908592220405005,0.05222858304852604,0.054089276775549616,0.05137541163521023,0.36216439974288234
2018-05-08,0.049887449562226294,0.055025152909489894,0.05042330792240832,0.05272280851922173,0.05113850215862378,0.22253769737592421
2018-05-09,0.051431987583253236,0.0566686279429961,0.05189242234307753,0.05468394405301061,0.053083781834817934,0.1709392471382991
2018-05-10,0.05459191153651313,0.0600308487530517,0.055590133110520606,0.057758483150154194,0.054567686441678837,0.21842798954534054
2018-05-11,0.053739670842211235,0.05821173560473841,0.055204179966022615,0.05750543776330658,0.05674989462180477,0.20076568776606568
2018-05-14,0.05321888896359203,0.05765972463159641,0.05454432091301059,0.058024193355325826,0.05615133239271014,0.14676402748385747
2018-05-15,0.05119496077016883,0.05551443188238958,0.05148158247780324,0.05453212068212712,0.053370581010834944,0.17574964276103788
2018-05-16,0.053254427683630035,0.05769736000311804,0.05321215944659838,0.055670834576004274,0.05248523863306864,0.13090463017971649
2018-05-17,0.051845923772888464,0.05620444559881704,0.053772414624014664,0.056126323994780236,0.054891893378596096,0.1121291790001384
2018-05-18,0.051041023408023634,0.05535133251038343,0.05240288508144436,0.05583532276521172,0.05388184577959876,0.12210478661696254
2018-05-21,0.052603407298692895,0.05700736542980936,0.054220622565447046,0.056822213288205387,0.054891893378596096,0.12312948039527737
2018-05-22,0.052047086700035744,0.05641771908514576,0.05373506554535337,0.05665772509899794,0.05536575038645966,0.0917217712890444
2018-05-23,0.05346744960239383,0.05792319137536647,0.05326195188564786,0.05536716852811177,0.05283439041970117,0.1396040915197645
2018-05-24,0.05321888896359203,0.05765972463159641,0.05368525410880712,0.05593654478117588,0.05585207030550818,0.17116585255193228
2018-05-25,0.053727792723188866,0.058199196861937474,0.05469371722765576,0.057758483150154194,0.05517869255461308,0.1137889642666619
2018-05-29,0.05292300712275902,0.05734608377350381,0.053573206872823215,0.05677159262716061,0.05439311054836257,0.1640108860048049
2018-05-30,0.052449603828388536,0.05684426605780318,0.05263944191129713,0.05665772509899794,0.05454274159196357,0.12600876058516874
2018-05-31,0.05170392191198314,0.05605388496961189,0.052925791180199355,0.055847968277410176,0.05391925354049901,0.21339397015914802
2018-06-01,0.05569259810518179,0.0602817767540208,0.05545318015626352,0.057885015496640796,0.05487943046741112,0.17323809942660384
2018-06-04,0.05757456269251138,0.06227652801714123,0.059387447753559336,0.06243990968440044,0.059430885632164226,0.20130238479835472
2018-06-05,0.05932625051871135,0.06413327653697612,0.06003486344618317,0.06371780143696265,0.06121407135357243,0.15458787755455983
2018-06-06,0.06011929189195961,0.06497383173949003,0.06020916547910149,0.06316109000222253,0.06191237492683746,0.14830255897641936
2018-06-07,0.059503791099654646,0.06432147253770296,0.06035856179374671,0.06369249110644024,0.062548325889487,0.15241326069039612
2018-06-08,0.057420740094801165,0.062113428645135055,0.057619521706102905,0.06044081830789069,0.058844805341599915,0.20518449333191208
2018-06-11,0.05686438124133231,0.06152378230047148,0.057582172627441586,0.06099752974263081,0.05906927093434672,0.12221212602342037
2018-06-12,0.05810716530793547,0.06284107773308414,0.05837898463471064,0.062186844991427265,0.059119141606431946,0.10832359948785188
2018-06-13,0.05623704058481663,0.06085886521276468,0.05871514534015912,0.06128853097219933,0.060403525470261316,0.15530744913118438
2018-06-14,0.05635540097211214,0.06098432921324923,0.05708417224695972,0.06101017525482927,0.05931866234946348,0.15502618013092923
2018-06-15,0.0540355718104501,0.058525376462831014,0.05532868955989148,0.05853028412902109,0.05742325334535456,0.553663864163969
2018-06-18,0.05391721142315456,0.05839993160546522,0.05415836776851263,0.057189126203215646,0.0547422623349951,0.12396533632889788
2018-06-19,0.05030723873804646,0.054573509308111806,0.05056026087666535,0.05244445280185167,0.05132554096312503,0.27397812015404194
2018-06-20,0.05126594257321565,0.05558970262543281,0.05164342215283663,0.05532921268539093,0.05283439041970117,0.14527220851077255
2018-06-21,0.05003503662563488,0.054284965078739866,0.05307520649234135,0.054329676650198805,0.053956661301399256,0.19579328915024707
2018-06-22,0.04939579872269098,0.05360749010511334,0.050336147407200715,0.05402601060230633,0.05254757221633888,0.210587243456955
2018-06-25,0.04614092632687533,0.05015744066609479,0.04880477818959708,0.04900298148357227,0.04915579569418402,0.25494127764207125
2018-06-26,0.048815913160047325,0.05299274713172911,0.05080926106690628,0.05129307408965053,0.04864454995276557,0.18443618361697522
2018-06-27,0.0484963133359812,0.0526540287880346,0.051743026028432365,0.05317829793799769,0.05143776424582577,0.1915533825951637
